Sigla,Código,Município,Programa Bolsa Família (PBF) - número de benefícios em dezembro (2021),Programa Bolsa Família (PBF) - valor total dos benefícios em dezembro (2021),
PR,4105607,Cidade Gaúcha,392,72.621,
PR,4105706,Clevelândia,670,121.465,
PR,4105805,Colombo,7938,1735.835,
PR,4105904,Colorado,402,80.334,
PR,4106001,Congonhinhas,613,115.384,
PR,4106100,Conselheiro Mairinck,257,57.118,
PR,4106209,Contenda,622,110.963,
PR,4106308,Corbélia,544,96.851,
PR,4106407,Cornélio Procópio,894,145.807,
PR,4106456,Coronel Domingos Soares,537,106.586,
PR,4106506,Coronel Vivida,774,153.551,
PR,4106555,Corumbataí do Sul,330,55.499,
PR,4106571,Cruzeiro do Iguaçu,112,23.232,
PR,4106605,Cruzeiro do Oeste,750,146.284,
PR,4106704,Cruzeiro do Sul,242,45.691,
PR,4106803,Cruz Machado,808,132.434,
PR,4106852,Cruzmaltina,205,35.225,
PR,4106902,Curitiba,38486,7525.63,
PR,4107009,Curiúva,1165,210.951,
PR,4107108,Diamante do Norte,239,46.16,
PR,4107124,Diamante do Sul,288,57.862,
PR,4107157,Diamante D'Oeste,246,59.203,
PR,4107207,Dois Vizinhos,840,181.13,
PR,4107256,Douradina,171,28.188,
PR,4107306,Doutor Camargo,199,40.407,
PR,4107405,Enéas Marques,271,63.017,
PR,4107504,Engenheiro Beltrão,646,133.216,
PR,4107520,Esperança Nova,81,16.464,
PR,4107538,Entre Rios do Oeste,70,14.296,
PR,4107546,Espigão Alto do Iguaçu,536,140.834,
PR,4107553,Farol,181,35.546,
PR,4107603,Faxinal,1008,194.174,
PR,4107652,Fazenda Rio Grande,3653,739.246,
PR,4107702,Fênix,337,65.033,
PR,4107736,Fernandes Pinheiro,654,139.913,
PR,4107751,Figueira,686,171.703,
PR,4107801,Floraí,105,21.973,
PR,4107850,Flor da Serra do Sul,215,45.75,
PR,4107900,Floresta,161,27.16,
PR,4108007,Florestópolis,1239,312.152,
PR,4108106,Flórida,71,15.613,
PR,4108205,Formosa do Oeste,174,31.117,
PR,4108304,Foz do Iguaçu,12784,2591.751,
PR,4108320,Francisco Alves,441,97.672,
PR,4108403,Francisco Beltrão,2035,356.774,
PR,4108452,Foz do Jordão,432,91.8,
PR,4108502,General Carneiro,1141,223.269,
PR,4108551,Godoy Moreira,267,53.694,
PR,4108601,Goioerê,1658,382.849,
PR,4108650,Goioxim,743,157.021,
PR,4108700,Grandes Rios,640,151.339,
PR,4108809,Guaíra,948,214.479,
PR,4108908,Guairaçá,262,54.393,
PR,4108957,Guamiranga,411,66.75,
PR,4109005,Guapirama,217,40.36,
PR,4109104,Guaporema,88,19.969,
PR,4109203,Guaraci,219,49.639,
PR,4109302,Guaraniaçu,452,75.074,
PR,4109401,Guarapuava,7419,1518.116,
PR,4109500,Guaraqueçaba,1244,344.105,
PR,4109609,Guaratuba,2216,419.292,
PR,4109658,Honório Serpa,451,108.834,
PR,4109708,Ibaiti,1040,166.557,
PR,4109757,Ibema,436,100.191,
PR,4109807,Ibiporã,2185,494.173,
PR,4109906,Icaraíma,461,100.466,
PR,4110003,Iguaraçu,142,28.622,
PR,4110052,Iguatu,97,18.262,
PR,4110078,Imbaú,868,168.047,
PR,4110102,Imbituva,1094,188.864,
PR,4110201,Inácio Martins,941,164.643,
PR,4110300,Inajá,200,42.067,
PR,4110409,Indianópolis,102,20.664,
PR,4110508,Ipiranga,575,95.628,
PR,4110607,Iporã,422,82.242,
PR,4110656,Iracema do Oeste,125,24.529,
PR,4110706,Irati,2734,573.612,
PR,4110805,Iretama,635,109.201,
PR,4110904,Itaguajé,157,35.192,
PR,4110953,Itaipulândia,346,69.081,
PR,4111001,Itambaracá,342,64.441,
PR,4111100,Itambé,57,10.516,
PR,4111209,Itapejara d'Oeste,424,74.677,
PR,4111258,Itaperuçu,2147,451.592,
PR,4111308,Itaúna do Sul,214,43.873,
PR,4111407,Ivaí,1000,181.776,
PR,4111506,Ivaiporã,808,119.153,
PR,4111555,Ivaté,281,58.635,
PR,4111605,Ivatuba,73,14.945,
PR,4111704,Jaboti,251,52.246,
PR,4111803,Jacarezinho,1926,436.715,
PR,4111902,Jaguapitã,381,81.342,
PR,4112009,Jaguariaíva,1424,264.508,
PR,4112108,Jandaia do Sul,619,120.234,
PR,4112207,Janiópolis,244,41.57,
PR,4112306,Japira,278,52.733,
PR,4112405,Japurá,393,86.867,
PR,4112504,Jardim Alegre,726,122.993,
PR,4112603,Jardim Olinda,79,17.109,
PR,4112702,Jataizinho,806,177.619,
PR,4112751,Jesuítas,485,96.069,
PR,4112801,Joaquim Távora,292,53.336,
PR,4112900,Jundiaí do Sul,274,66.306,
PR,4112959,Juranda,421,85.622,
PR,4113007,Jussara,246,50.524,
PR,4113106,Kaloré,261,49.823,
PR,4113205,Lapa,2094,409.926,
PR,4113254,Laranjal,747,146.35,
PR,4113304,Laranjeiras do Sul,1135,211.712,
PR,4113403,Leópolis,196,37.646,
PR,4113429,Lidianópolis,277,47.455,
PR,4113452,Lindoeste,506,126.353,
PR,4113502,Loanda,643,114.645,
PR,4113601,Lobato,141,33.234,
PR,4113700,Londrina,16752,4200.306,
PR,4113734,Luiziana,556,120.942,
PR,4113759,Lunardelli,378,70.157,
PR,4113809,Lupionópolis,320,74.255,
PR,4113908,Mallet,588,111.776,
PR,4114005,Mamborê,939,194.457,
PR,4114104,Mandaguaçu,534,104.555,
PR,4114203,Mandaguari,696,125.159,
PR,4114302,Mandirituba,1243,247.827,
PR,4114351,Manfrinópolis,133,22.739,
PR,4114401,Mangueirinha,1003,192.3,
PR,4114500,Manoel Ribas,1045,231.428,
PR,4114609,Marechal Cândido Rondon,768,160.144,
PR,4114708,Maria Helena,266,54.336,
PR,4114807,Marialva,1024,230.984,
PR,4114906,Marilândia do Sul,583,130.693,
PR,4115002,Marilena,277,48.339,
PR,4115101,Mariluz,707,135.008,
PR,4115200,Maringá,6088,1331.907,
PR,4115309,Mariópolis,179,33.888,
PR,4115358,Maripá,94,20.084,
PR,4115408,Marmeleiro,784,199.21,
PR,4115457,Marquinho,469,114.631,
PR,4115507,Marumbi,168,29.884,
PR,4115606,Matelândia,268,48.056,
PR,4115705,Matinhos,1276,235.155,
PR,4115739,Mato Rico,347,58.437,
PR,4115754,Mauá da Serra,575,120.215,
PR,4115804,Medianeira,855,163.369,
PR,4115853,Mercedes,98,17.475,
PR,4115903,Mirador,151,37.344,
PR,4116000,Miraselva,64,13.475,
PR,4116059,Missal,490,110.207,
PR,4116109,Moreira Sales,867,197.17,
PR,4116208,Morretes,1157,260.994,
PR,4116307,Munhoz de Melo,148,31.397,
PR,4116406,Nossa Senhora das Graças,127,24.414,
PR,4116505,Nova Aliança do Ivaí,44,8.472,
PR,4116604,Nova América da Colina,252,49.45,
PR,4116703,Nova Aurora,447,86.309,
PR,4116802,Nova Cantu,571,109.169,
PR,4116901,Nova Esperança,1063,198.029,
PR,4116950,Nova Esperança do Sudoeste,186,41.012,
PR,4117008,Nova Fátima,338,57.26,
PR,4117057,Nova Laranjeiras,1290,296.872,
PR,4117107,Nova Londrina,402,73.121,
PR,4117206,Nova Olímpia,258,48.273,
PR,4117214,Nova Santa Bárbara,277,54.171,
PR,4117222,Nova Santa Rosa,184,35.585,
PR,4117255,Nova Prata do Iguaçu,332,63.027,
PR,4117271,Nova Tebas,382,58.508,
PR,4117297,Novo Itacolomi,130,25.852,
PR,4117305,Ortigueira,2282,452.976,
PR,4117404,Ourizona,88,14.528,
PR,4117453,Ouro Verde do Oeste,157,32.268,
PR,4117503,Paiçandu,1293,315.883,
PR,4117602,Palmas,2324,430.999,
PR,4117701,Palmeira,957,164.302,
PR,4117800,Palmital,1190,219.805,
PR,4117909,Palotina,527,99.227,
PR,4118006,Paraíso do Norte,190,39.158,
PR,4118105,Paranacity,412,80.112,
PR,4118204,Paranaguá,5347,1121.441,
PR,4118303,Paranapoema,132,23.367,
PR,4118402,Paranavaí,2455,510.141,
PR,4118451,Pato Bragado,88,19.704,
PR,4118501,Pato Branco,1708,301.903,
PR,4118600,Paula Freitas,222,40.421,
PR,4118709,Paulo Frontin,184,32.43,
PR,4118808,Peabiru,697,148.709,
PR,4118857,Perobal,270,56.089,
PR,4118907,Pérola,224,41.501,
PR,4119004,Pérola d'Oeste,170,29.909,
PR,4119103,Piên,369,83.538,
PR,4119152,Pinhais,4217,879.196,
PR,4119202,Pinhalão,436,83.424,
PR,4119251,Pinhal de São Bento,170,35.587,
PR,4119301,Pinhão,1883,302.998,
PR,4119400,Piraí do Sul,1248,238.561,
PR,4119509,Piraquara,5098,1272.013,
PR,4119608,Pitanga,2393,389.538,
PR,4119657,Pitangueiras,100,25.686,
PR,4119707,Planaltina do Paraná,289,55.362,
PR,4119806,Planalto,487,93.147,
PR,4119905,Ponta Grossa,11087,2318.214,
PR,4119954,Pontal do Paraná,1044,182.747,
PR,4120002,Porecatu,613,154.043,
PR,4120101,Porto Amazonas,171,33.532,
PR,4120150,Porto Barreiro,279,55.728,
PR,4120200,Porto Rico,137,26.896,
PR,4120309,Porto Vitória,177,39.114,
PR,4120333,Prado Ferreira,168,34.181,
PR,4120358,Pranchita,264,53.965,
PR,4120408,Presidente Castelo Branco,92,16.365,
PR,4120507,Primeiro de Maio,422,71.97,
PR,4120606,Prudentópolis,2914,482.151,
PR,4120655,Quarto Centenário,183,34.791,
PR,4120705,Quatiguá,376,78.685,
PR,4120804,Quatro Barras,492,107.474,
PR,4120853,Quatro Pontes,25,5.112,
PR,4120903,Quedas do Iguaçu,2239,420.711,
PR,4121000,Querência do Norte,575,101.361,
PR,4121109,Quinta do Sol,238,50.599,
PR,4121208,Quitandinha,764,128.083,
PR,4121257,Ramilândia,177,34.275,
PR,4121307,Rancho Alegre,184,33.414,
PR,4121356,Rancho Alegre D'Oeste,117,22.206,
PR,4121406,Realeza,387,73.978,
PR,4121505,Rebouças,1394,241.421,
PR,4121604,Renascença,164,30.664,
PR,4121703,Reserva,2002,380.732,
PR,4121752,Reserva do Iguaçu,619,126.091,
PR,4121802,Ribeirão Claro,597,131.046,
PR,4121901,Ribeirão do Pinhal,1059,234.338,
PR,4122008,Rio Azul,541,86.097,
PR,4122107,Rio Bom,170,33.799,
PR,4122156,Rio Bonito do Iguaçu,1277,251.835,
PR,4122172,Rio Branco do Ivaí,500,119.76,
PR,4122206,Rio Branco do Sul,2098,410.373,
PR,4122305,Rio Negro,774,155.702,
PR,4122404,Rolândia,1716,338.018,
PR,4122503,Roncador,592,93.899,
PR,4122602,Rondon,243,52.216,
PR,4122651,Rosário do Ivaí,371,70.832,
PR,4122701,Sabáudia,246,60.6,
PR,4122800,Salgado Filho,142,22.54,
PR,4122909,Salto do Itararé,272,53.506,
PR,4123006,Salto do Lontra,452,87.327,
PR,4123105,Santa Amélia,258,53.046,
PR,4123204,Santa Cecília do Pavão,183,32.102,
PR,4123303,Santa Cruz de Monte Castelo,413,79.448,
PR,4123402,Santa Fé,197,38.6,
PR,4123501,Santa Helena,614,117.659,
PR,4123600,Santa Inês,91,23.507,
PR,4123709,Santa Isabel do Ivaí,165,31.477,
PR,4123808,Santa Izabel do Oeste,392,66.091,
PR,4123824,Santa Lúcia,150,28.502,
PR,4123857,Santa Maria do Oeste,875,158.283,
PR,4123907,Santa Mariana,739,143.386,
PR,4123956,Santa Mônica,198,43.527,
PR,4124004,Santana do Itararé,272,50.343,
PR,4124020,Santa Tereza do Oeste,419,77.032,
PR,4124053,Santa Terezinha de Itaipu,505,91.898,
PR,4124103,Santo Antônio da Platina,1983,416.679,
PR,4124202,Santo Antônio do Caiuá,153,29.816,
PR,4124301,Santo Antônio do Paraíso,128,28.675,
PR,4124400,Santo Antônio do Sudoeste,675,123.784,
PR,4124509,Santo Inácio,81,13.73,
PR,4124608,São Carlos do Ivaí,349,72.784,
PR,4124707,São Jerônimo da Serra,621,117.024,
PR,4124806,São João,281,52.484,
PR,4124905,São João do Caiuá,444,92.17,
PR,4125001,São João do Ivaí,580,102.604,
PR,4125100,São João do Triunfo,502,82.338,
PR,4125209,São Jorge d'Oeste,230,36.951,
PR,4125308,São Jorge do Ivaí,127,23.792,
PR,4125357,São Jorge do Patrocínio,159,26.643,
PR,4125407,São José da Boa Vista,355,64.649,
PR,4125456,São José das Palmeiras,182,35.923,
PR,4125506,São José dos Pinhais,8141,1775.744,
PR,4125555,São Manoel do Paraná,52,10.469,
PR,4125605,São Mateus do Sul,1548,294.294,
PR,4125704,São Miguel do Iguaçu,758,155.175,
PR,4125753,São Pedro do Iguaçu,409,80.019,
PR,4125803,São Pedro do Ivaí,396,96.951,
PR,4125902,São Pedro do Paraná,64,11.603,
PR,4126009,São Sebastião da Amoreira,498,114.794,
PR,4126108,São Tomé,203,42.223,
PR,4126207,Sapopema,439,88.863,
PR,4126256,Sarandi,1126,210.503,
PR,4126272,Saudade do Iguaçu,289,59.064,
PR,4126306,Sengés,994,199.01,
PR,4126355,Serranópolis do Iguaçu,95,16.723,
PR,4126405,Sertaneja,222,40.566,
PR,4126504,Sertanópolis,514,105.22,
PR,4126603,Siqueira Campos,689,144.502,
PR,4126652,Sulina,150,29.329,
PR,4126678,Tamarana,671,133.898,
PR,4126702,Tamboara,170,34.636,
PR,4126801,Tapejara,520,109.597,
PR,4126900,Tapira,265,51.921,
PR,4127007,Teixeira Soares,889,177.958,
PR,4127106,Telêmaco Borba,1667,333.501,
PR,4127205,Terra Boa,246,48.408,
PR,4127304,Terra Rica,561,119.42,
PR,4127403,Terra Roxa,387,80.347,
PR,4127502,Tibagi,1782,432.594,
PR,4127601,Tijucas do Sul,1201,255.235,
PR,4127700,Toledo,1694,338.835,
PR,4127809,Tomazina,471,78.629,
PR,4127858,Três Barras do Paraná,965,212.768,
PR,4127882,Tunas do Paraná,631,121.72,
PR,4127908,Tuneiras do Oeste,311,63.778,
PR,4127957,Tupãssi,185,36.407,
PR,4127965,Turvo,855,154.014,
PR,4128005,Ubiratã,1186,239.652,
PR,4128104,Umuarama,3264,700.716,
PR,4128203,União da Vitória,2043,391.048,
PR,4128302,Uniflor,62,12.369,
PR,4128401,Uraí,633,135.027,
PR,4128500,Wenceslau Braz,922,201.257,
PR,4128534,Ventania,683,130.305,
PR,4128559,Vera Cruz do Oeste,333,65.509,
PR,4128609,Verê,292,60.316,
PR,4128625,Vila Alta,217,40.921,
PR,4128633,Doutor Ulysses,758,144.689,
PR,4128658,Virmond,223,40.827,
PR,4128708,Vitorino,271,53.55,
PR,4128807,Xambrê,177,35.566,
PR,4199919,Assunguy de Cima,,,
PR,4199929,Conchas,,,
PR,4199939,Palmira,,,
PR,4199949,Porto de Cima,,,
RJ,3300100,Angra dos Reis,10515,2589.327,
RJ,3300159,Aperibé,710,149.95,
RJ,3300209,Araruama,10186,2321.013,
RJ,3300225,Areal,842,188.472,
RJ,3300233,Armação dos Búzios,1658,373.808,
RJ,3300258,Arraial do Cabo,1347,257.624,
RJ,3300308,Barra do Piraí,5061,1260.604,
RJ,3300407,Barra Mansa,7901,1934.779,
RJ,3300456,Belford Roxo,45100,10194.897,
RJ,3300506,Bom Jardim,1157,249.337,
RJ,3300605,Bom Jesus do Itabapoana,2237,411.382,
RJ,3300704,Cabo Frio,10575,2424.692,
RJ,3300803,Cachoeiras de Macacu,4330,993.943,
RJ,3300902,Cambuci,1396,294.658,
RJ,3300936,Carapebus,967,261.347,
RJ,3300951,Comendador Levy Gasparian,515,130.768,
RJ,3301009,Campos dos Goytacazes,42504,10752.009,
RJ,3301108,Cantagalo,1070,248.832,
RJ,3301157,Cardoso Moreira,1112,209.761,
RJ,3301207,Carmo,1503,331.943,
RJ,3301306,Casimiro de Abreu,2045,482.51,
RJ,3301405,Conceição de Macabu,1640,402.943,
RJ,3301504,Cordeiro,911,202.756,
RJ,3301603,Duas Barras,620,132.029,
RJ,3301702,Duque de Caxias,59666,11942.25,
RJ,3301801,Engenheiro Paulo de Frontin,913,229.506,
RJ,3301850,Guapimirim,4834,1279.109,
RJ,3301876,Iguaba Grande,1841,369.747,
RJ,3301900,Itaboraí,17875,4336.481,
RJ,3302007,Itaguaí,8584,1761.69,
RJ,3302056,Italva,998,217.937,
RJ,3302106,Itaocara,1437,250.913,
RJ,3302205,Itaperuna,4295,821.935,
RJ,3302254,Itatiaia,1653,446.265,
RJ,3302270,Japeri,10609,2642.985,
RJ,3302304,Laje do Muriaé,763,155.879,
RJ,3302403,Macaé,10577,2624.363,
RJ,3302452,Macuco,407,77.211,
RJ,3302502,Magé,18861,4304.309,
RJ,3302601,Mangaratiba,2033,504.651,
RJ,3302700,Maricá,6980,1479.997,
RJ,3302809,Mendes,1047,248.141,
RJ,3302858,Mesquita,12538,2986.845,
RJ,3302908,Miguel Pereira,1644,408.77,
RJ,3303005,Miracema,2243,567.754,
RJ,3303104,Natividade,1153,239.322,
RJ,3303203,Nilópolis,8335,1585.481,
RJ,3303302,Niterói,17968,3952.68,
RJ,3303401,Nova Friburgo,5965,1270.838,
RJ,3303500,Nova Iguaçu,73935,17724.806,
RJ,3303609,Paracambi,4237,1013.088,
RJ,3303708,Paraíba do Sul,2207,448.541,
RJ,3303807,Parati,2098,480.045,
RJ,3303856,Paty do Alferes,2105,460.184,
RJ,3303906,Petrópolis,12847,3021.863,
RJ,3303955,Pinheiral,1665,425.111,
RJ,3304003,Piraí,1819,468.273,
RJ,3304102,Porciúncula,1332,280.331,
RJ,3304110,Porto Real,1211,328.25,
RJ,3304128,Quatis,739,185.915,
RJ,3304144,Queimados,12380,2975.755,
RJ,3304151,Quissamã,1722,413.811,
RJ,3304201,Resende,4855,1092.82,
RJ,3304300,Rio Bonito,4836,1197.484,
RJ,3304409,Rio Claro,1206,262.97,
RJ,3304508,Rio das Flores,550,138.867,
RJ,3304524,Rio das Ostras,6145,1454.189,
RJ,3304557,Rio de Janeiro,287825,59634.965,
RJ,3304607,Santa Maria Madalena,565,128.241,
RJ,3304706,Santo Antônio de Pádua,1818,325.875,
RJ,3304755,São Francisco de Itabapoana,5353,1130.683,
RJ,3304805,São Fidélis,3128,700.452,
RJ,3304904,São Gonçalo,58545,11964.522,
RJ,3305000,São João da Barra,3391,816.394,
RJ,3305109,São João de Meriti,20017,4345.834,
RJ,3305133,São José de Ubá,613,120.596,
RJ,3305158,São José do Vale do Rio Preto,1301,281.606,
RJ,3305208,São Pedro da Aldeia,5516,1326.907,
RJ,3305307,São Sebastião do Alto,720,143.424,
RJ,3305406,Sapucaia,1164,220.471,
RJ,3305505,Saquarema,4234,866.501,
RJ,3305554,Seropédica,7822,1867.23,
RJ,3305604,Silva Jardim,2138,449.532,
RJ,3305703,Sumidouro,1528,295.761,
RJ,3305752,Tanguá,3256,775.273,
RJ,3305802,Teresópolis,8148,1760.142,
RJ,3305901,Trajano de Morais,847,176.637,
RJ,3306008,Três Rios,5163,1343.769,
RJ,3306107,Valença,4963,1188.871,
RJ,3306156,Varre-Sai,1001,205.343,
RJ,3306206,Vassouras,1765,375.877,
RJ,3306305,Volta Redonda,11062,2868.464,
RJ,3399919,Sâo João Marcos,,,
RJ,3399929,São Sebastião do Parahyba,,,
RN,2400109,Acari,1181,240.536,
RN,2400208,Açu,6950,1476.412,
RN,2400307,Afonso Bezerra,2007,391.677,
RN,2400406,Água Nova,468,126.505,
RN,2400505,Alexandria,2011,540.526,
RN,2400604,Almino Afonso,838,225.967,
RN,2400703,Alto do Rodrigues,1378,271.187,
RN,2400802,Angicos,1728,418.71,
RN,2400901,Antônio Martins,1345,363.23,
RN,2401008,Apodi,5815,1301.107,
RN,2401107,Areia Branca,2630,534.956,
RN,2401206,Arês,1825,483.877,
RN,2401305,Augusto Severo,2473,489.991,
RN,2401404,Baía Formosa,1048,235.656,
RN,2401453,Baraúna,3461,685.017,
RN,2401503,Barcelona,639,162.452,
RN,2401602,Bento Fernandes,871,277.516,
RN,2401651,Bodó,581,140.43,
RN,2401701,Bom Jesus,1465,281.714,
RN,2401800,Brejinho,1504,302.018,
RN,2401859,Caiçara do Norte,909,268.569,
RN,2401909,Caiçara do Rio do Vento,674,208.108,
RN,2402006,Caicó,5114,938.683,
RN,2402105,Campo Redondo,1944,490.932,
RN,2402204,Canguaretama,5045,1407.537,
RN,2402303,Caraúbas,3383,763.816,
RN,2402402,Carnaúba dos Dantas,443,81.85,
RN,2402501,Carnaubais,1836,488.173,
RN,2402600,Ceará-Mirim,8283,1661.71,
RN,2402709,Cerro Corá,1454,340.535,
RN,2402808,Coronel Ezequiel,993,228.079,
RN,2402907,Coronel João Pessoa,706,186.117,
RN,2403004,Cruzeta,967,224.927,
RN,2403103,Currais Novos,3946,686.982,
RN,2403202,Doutor Severiano,1017,269.737,
RN,2403251,Parnamirim,12848,2612.687,
RN,2403301,Encanto,810,221.304,
RN,2403400,Equador,1079,250.128,
RN,2403509,Espírito Santo,1694,438.186,
RN,2403608,Extremoz,4449,968.606,
RN,2403707,Felipe Guerra,933,180.268,
RN,2403756,Fernando Pedroza,552,128.684,
RN,2403806,Florânia,1009,180.812,
RN,2403905,Francisco Dantas,430,71.661,
RN,2404002,Frutuoso Gomes,722,166.009,
RN,2404101,Galinhos,311,71.498,
RN,2404200,Goianinha,2611,602.239,
RN,2404309,Governador Dix-Sept Rosado,1996,426.715,
RN,2404408,Grossos,1481,268.658,
RN,2404507,Guamaré,1860,438.898,
RN,2404606,Ielmo Marinho,2082,490.985,
RN,2404705,Ipanguaçu,1741,317.876,
RN,2404804,Ipueira,189,37.882,
RN,2404853,Itajá,1151,261.471,
RN,2404903,Itaú,922,216.565,
RN,2405009,Jaçanã,1388,349.421,
RN,2405108,Jandaíra,1118,218.813,
RN,2405207,Janduís,815,186.513,
RN,2405306,Januário Cicco,1559,354.679,
RN,2405405,Japi,1542,397.307,
RN,2405504,Jardim de Angicos,464,125.99,
RN,2405603,Jardim de Piranhas,2044,371.626,
RN,2405702,Jardim do Seridó,912,155.143,
RN,2405801,João Câmara,5493,1358.772,
RN,2405900,João Dias,475,115.937,
RN,2406007,José da Penha,876,208.764,
RN,2406106,Jucurutu,2648,649.345,
RN,2406155,Jundiá,650,149.438,
RN,2406205,Lagoa d'Anta,1148,271.383,
RN,2406304,Lagoa de Pedras,1321,249.533,
RN,2406403,Lagoa de Velhos,502,131.152,
RN,2406502,Lagoa Nova,2436,485.674,
RN,2406601,Lagoa Salgada,2190,559.492,
RN,2406700,Lajes,1339,321.658,
RN,2406809,Lajes Pintadas,854,183.237,
RN,2406908,Lucrécia,593,150.541,
RN,2407005,Luís Gomes,1557,444.182,
RN,2407104,Macaíba,8976,1921.087,
RN,2407203,Macau,3246,547.099,
RN,2407252,Major Sales,571,158.159,
RN,2407302,Marcelino Vieira,1326,352.786,
RN,2407401,Martins,1022,184.742,
RN,2407500,Maxaranguape,1145,282.782,
RN,2407609,Messias Targino,740,169.406,
RN,2407708,Montanhas,2060,551.761,
RN,2407807,Monte Alegre,2642,504.776,
RN,2407906,Monte das Gameleiras,458,128.592,
RN,2408003,Mossoró,19612,3527.766,
RN,2408102,Natal,51796,11532.576,
RN,2408201,Nísia Floresta,3226,698.467,
RN,2408300,Nova Cruz,5832,1535.888,
RN,2408409,Olho-d'Água do Borges,612,108.013,
RN,2408508,Ouro Branco,512,98.678,
RN,2408607,Paraná,665,190.797,
RN,2408706,Paraú,548,90.17,
RN,2408805,Parazinho,789,218.2,
RN,2408904,Parelhas,2043,411.952,
RN,2408953,Rio do Fogo,1888,502.663,
RN,2409100,Passa e Fica,2048,585.264,
RN,2409209,Passagem,443,85.261,
RN,2409308,Patu,2115,445.046,
RN,2409332,Santa Maria,1077,279.81,
RN,2409407,Pau dos Ferros,3123,540.306,
RN,2409506,Pedra Grande,683,203.783,
RN,2409605,Pedra Preta,458,137.552,
RN,2409704,Pedro Avelino,1171,280.486,
RN,2409803,Pedro Velho,2314,640.709,
RN,2409902,Pendências,1711,375.449,
RN,2410009,Pilões,518,136.86,
RN,2410108,Poço Branco,1954,491.084,
RN,2410207,Portalegre,1071,209.586,
RN,2410256,Porto do Mangue,1000,301.297,
RN,2410306,Presidente Juscelino,1377,316.251,
RN,2410405,Pureza,1498,427.193,
RN,2410504,Rafael Fernandes,740,216.374,
RN,2410603,Rafael Godeiro,480,92.845,
RN,2410702,Riacho da Cruz,438,101.167,
RN,2410801,Riacho de Santana,614,166.333,
RN,2410900,Riachuelo,1141,346.864,
RN,2411007,Rodolfo Fernandes,606,124.235,
RN,2411056,Tibau,412,75.516,
RN,2411106,Ruy Barbosa,506,119.807,
RN,2411205,Santa Cruz,4420,863.396,
RN,2411403,Santana do Matos,1937,327.199,
RN,2411429,Santana do Seridó,323,74.87,
RN,2411502,Santo Antônio,3918,741.845,
RN,2411601,São Bento do Norte,499,102.532,
RN,2411700,São Bento do Trairí,842,206.824,
RN,2411809,São Fernando,434,76.149,
RN,2411908,São Francisco do Oeste,586,151.701,
RN,2412005,São Gonçalo do Amarante,10261,2099.469,
RN,2412104,São João do Sabugi,683,130.319,
RN,2412203,São José de Mipibu,5111,987.364,
RN,2412302,São José do Campestre,2059,381.319,
RN,2412401,São José do Seridó,376,86.524,
RN,2412500,São Miguel,3188,906.261,
RN,2412559,São Miguel de Touros,1347,338.573,
RN,2412609,São Paulo do Potengi,2648,711.003,
RN,2412708,São Pedro,996,225.489,
RN,2412807,São Rafael,1445,311.21,
RN,2412906,São Tomé,1850,450.248,
RN,2413003,São Vicente,798,196.924,
RN,2413102,Senador Elói de Souza,1371,372.589,
RN,2413201,Senador Georgino Avelino,552,136.313,
RN,2413300,Serra de São Bento,1046,308.854,
RN,2413359,Serra do Mel,2094,493.94,
RN,2413409,Serra Negra do Norte,691,133.119,
RN,2413508,Serrinha,1291,294.122,
RN,2413557,Serrinha dos Pintos,787,208.35,
RN,2413607,Severiano Melo,1007,195.404,
RN,2413706,Sítio Novo,753,153.129,
RN,2413805,Taboleiro Grande,291,55.749,
RN,2413904,Taipu,1862,401.856,
RN,2414001,Tangará,2471,592.465,
RN,2414100,Tenente Ananias,1304,274.824,
RN,2414159,Tenente Laurentino Cruz,960,258.032,
